trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
186,COMPLETE,941,0.061808727887342124,4,0.00048695074701982365,0.09137467877024179,0.3022824486638974,0.21378813041091996
187,COMPLETE,963,0.0576934021895686,4,2.2265776132409397e-05,0.08723895939704286,0.29536242042115457,0.20845222461438584
188,COMPLETE,971,0.05758269497987135,4,2.7138763311828885e-05,0.09117794284298636,0.30195685592976085,0.21235569129701726
189,COMPLETE,957,0.051414971942306556,4,1.571538778960521e-05,0.08858157582317472,0.29762657109736473,0.21010429847863304
190,COMPLETE,987,0.053685753253682834,4,1.4625784154876379e-05,0.09229834202569773,0.3038064219625677,0.2143279437819866
191,COMPLETE,960,0.04893088274557711,4,2.6914365097776566e-05,0.09059952069722854,0.3009975426763955,0.21310470274774093
192,COMPLETE,952,0.051069639157063564,4,8.280695341509e-06,0.08775744383247627,0.296238829042508,0.21012700602708761
193,COMPLETE,998,0.05791112032210976,4,1.6211470033385543e-05,0.09222891978273932,0.3036921463962137,0.21250831704088968
194,COMPLETE,963,0.06756222547951354,4,8.930098383156218e-06,0.09407085532146421,0.3067097248563603,0.2121691368206395
195,COMPLETE,982,0.05157390831471681,4,1.274272103651764e-05,0.09171300881436328,0.30284155727766837,0.21456775194025807
196,COMPLETE,919,0.062439633414293934,4,5.8861308087741926e-06,0.09072899936663222,0.3012125484879941,0.21128161915003818
197,COMPLETE,953,0.05456364360055275,4,1.8763406881769352e-05,0.09129412776004121,0.3021491812996375,0.21208570424948456
198,COMPLETE,341,0.044090384223030264,4,1.1533176380969562e-05,0.12021014390639619,0.3467133454402876,0.25377485967581037
199,COMPLETE,884,0.05038228147668194,4,6.183399940022753e-06,0.08905858640119656,0.2984268526811831,0.21017605285334262
200,COMPLETE,852,0.05754534674568885,6,3.7263080730136107e-06,0.09848986035494195,0.3138309423159895,0.21439867892977854
201,COMPLETE,873,0.050388312629459496,4,6.999758311708879e-06,0.09103989869625001,0.30172818677785146,0.2146087653267762
202,COMPLETE,885,0.04602961341056883,4,2.003995456481294e-05,0.09534207829596311,0.3087751257727266,0.2144197586910928
203,COMPLETE,909,0.05172955608948832,4,4.352522106542769e-06,0.09011027455143522,0.30018373465501963,0.2122569300328364
204,COMPLETE,949,0.048731197631074454,4,6.986717440814429e-05,0.09495056532712531,0.30814049608437594,0.21511027750002926
205,COMPLETE,898,0.05544427383159883,4,5.634737921377157e-06,0.09244214727089546,0.3040430023383131,0.2124598318070958
206,COMPLETE,975,0.06424720118259185,4,8.921358958582312e-06,0.08903065615155002,0.29838005320656075,0.2091747990917501
207,COMPLETE,980,0.06603622143054268,4,2.005475174080523e-06,0.08872526257962894,0.2978678609377469,0.208883989214702
208,COMPLETE,968,0.06700399304185374,4,6.580429333150263e-07,0.08900828507172669,0.29834256329214354,0.20802318031996236
209,COMPLETE,971,0.06617281007624297,4,8.84382520485162e-07,0.08968050241710586,0.29946703060120966,0.20828203211729124
210,COMPLETE,975,0.06052362628377624,4,4.111878760246425e-07,0.08680725792601068,0.29463071449869355,0.20807245078177347
211,COMPLETE,974,0.061905721221486215,4,3.2507683720568253e-07,0.08746217701777823,0.2957400497358757,0.2097270410573469
212,COMPLETE,981,0.0626587802250015,4,3.607935359150105e-07,0.08811325214673411,0.29683876456206676,0.20868755383215307
213,COMPLETE,979,0.06142415191844103,4,2.791878754478352e-07,0.08887793577606662,0.2981240275054438,0.21155040735205508
214,COMPLETE,980,0.06231665086274778,4,2.644031890143932e-07,0.09146588600349714,0.30243327529142217,0.21118200861841688
215,COMPLETE,967,0.06257122964625984,4,3.573909424903022e-07,0.09126438883974758,0.30209996497806413,0.2118052905997146
216,COMPLETE,1000,0.06741723801950747,4,2.1239809942966822e-07,0.09220948196268772,0.3036601422029037,0.20856792930916257
217,COMPLETE,954,0.06537342564412106,4,4.920299508530373e-07,0.08868936989024999,0.2978076054943023,0.20482148586249693
218,COMPLETE,940,0.059525907989328365,4,5.41832143691954e-07,0.09265731701249501,0.30439664422016055,0.2159778937487806
219,COMPLETE,956,0.06855066172302512,4,9.509999368678393e-07,0.09058944863874721,0.3009808110806189,0.21114811675886233
220,COMPLETE,982,0.05911127112906511,4,3.495919702775e-07,0.09075218138692479,0.3012510271964641,0.21262211307714296
221,COMPLETE,970,0.06434474812267933,4,1.3561311568337343e-07,0.09123902851773034,0.3020579886672927,0.20809998028920818
222,COMPLETE,953,0.06317173482659613,4,2.2640417419869843e-07,0.09113672976068754,0.30188860488711317,0.21061463926335316
223,COMPLETE,978,0.07177455929583966,4,5.545483577248615e-07,0.08817917201721476,0.29694978029494273,0.2082962705087466
224,COMPLETE,936,0.07170960624896573,4,5.472567286624e-07,0.09182597477768772,0.3030280098896597,0.21133715111044413
225,COMPLETE,982,0.05817347311476639,4,4.3940303891835835e-07,0.09418614426014915,0.30689761201441296,0.21545469580729268
226,COMPLETE,957,0.06935974897595179,4,7.701599023379468e-07,0.08562159802004182,0.2926116846949927,0.20316425785997252
227,COMPLETE,945,0.07343578605483447,4,1.0937495711135464e-06,0.08990934581771866,0.29984887162989066,0.20887599316319758
228,COMPLETE,930,0.05559038951335484,4,3.045135081726732e-07,0.09028871436474417,0.3004808053183167,0.2106566522628383
229,COMPLETE,959,0.05952981759780862,4,4.112547506013012e-07,0.09375684920789736,0.30619740235328147,0.21831617453251603
230,COMPLETE,984,0.06809607413024932,4,2.0039830358809153e-06,0.09281213696305304,0.30465084434981143,0.21490745353371318
231,COMPLETE,965,0.06976549782083975,4,6.4575790684781e-07,0.08936178920470084,0.29893442291696826,0.2095558059040943
